propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
3234,189900,"19","1918",561000,"Garfield Ridge",60638,1,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1.5,"Wood frame","No","N/A",1004,55
3235,699000,"13","1312",40201,"Lincoln Square",60625,1,.7257961,.0295915,.2005468,.2211322,.367539,60612,.142161,"Masonry",6,4,"Full basement","Unfinished","Steam","None","No",1,"Full","Unfinished",1,0,1,"Wood and masonry","No","N/A",1578,80
3236,191000,"19","1908",560800,"Garfield Ridge",60638,0,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1071,55
3237,170000,"17","1719",310900,"Lower West Side",60608,0,.4294359,.0204958,.5028304,.8721452,.0795792,38081,.278527,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1050,134
3238,310000,"13","1315",160200,"Irving Park",60641,0,.7513796,.0273018,.1742666,.253558,.2209539,60781,.088599,"Wood frame",6,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,0,0,"N/A",0,"Wood",1272,110
3239,382502,"13","1315",160100,"Irving Park",60630,0,.7086519,.0249497,.2128773,.2881288,.185214,58547,.044358,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","Wood",1400,95
3240,364000,"13","1322",161300,"Irving Park",60641,1,.6410007,.0337624,.2778722,.5761477,.1248552,36514,.13644,"Stucco",8,4,"Full basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Wood frame","No","N/A",2068,10
3241,175500,"13","1328",190200,"Belmont Cragin",60641,0,.5240048,.0268239,.404408,.7854092,.0897382,42829,.265174,"Masonry",5,2,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1098,82
3242,875000,"14","1429",70600,"Lincoln Park",60614,0,.8822543,.0100637,.0774908,.0751426,.5535168,134018,.033979,"Masonry",7,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",2998,16
3243,517500,"14","1433",71200,"Lincoln Park",60614,1,.8809024,.0335782,.0587618,.0608604,.5776319,80321,.19793,"Wood frame and masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,0,0,"N/A",0,"N/A",1479,28
3244,1400000,"17","1704",80202,"Near North Side",60610,0,.8896512,.0225843,.0697541,.0451687,.7309704,87136,.045904,"Masonry",8,4,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,3,1,1,"Masonry","Yes","N/A",3824,25
3245,241000,"13","1307",100600,"Norwood Park",60656,0,.8648593,.0074503,.1034768,.142798,.1568339,58578,.035692,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1082,55
3246,126800,"25","2503",490400,"Roseland",60619,0,.0037771,.99339,0,.0018886,.1740332,54327,.14733,"Masonry",7,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1155,42
3247,272500,"13","1317",150502,"Portage Park",60634,1,.7697979,.0237812,.1736028,.3001189,.0810901,48933,.124294,"Masonry",8,6,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Full","Living area",2,0,1.5,"Wood frame","No","N/A",2629,58
3248,1307500,"14","1420",60400,"Lake View",60613,1,.9008902,.0151335,.0670623,.0902077,.5470971,106000,.072007,"Wood frame",9,4,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Wood frame","Yes","N/A",2980,4
3249,255500,"13","1320",170200,"Dunning",60634,1,.8224563,.0059096,.1449126,.3311922,.1373513,62851,.053802,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1205,85
3250,890000,"14","1420",62400,"Lake View",60657,0,.9190711,.0140746,.0471499,.0591133,.6382716,109609,.053704,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",1088,115
3251,148000,"13","1332",250400,"Austin",60639,1,.0599626,.8471208,.0716834,.1323255,.0540321,43633,.216128,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1317,54
3252,535000,"14","1405",30500,"Edgewater",60660,1,.6858483,.0833464,.1782643,.2542611,.4622525,62623,.142172,"Wood frame",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,1,2,"Wood frame","No","Wood",1468,101
3253,870000,"14","1430",70700,"Lincoln Park",60614,1,.7945992,.060902,.117495,.1157713,.4702137,106071,.119448,"Masonry",7,4,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",1558,1
3254,123000,"25","2502",470100,"Burnside",60619,0,.0068587,.9807956,.0006859,.0068587,.0588418,27500,.519303,"Masonry",9,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,2,"Wood frame","No","N/A",800,93
3255,30000,"20","2017",680600,"Englewood",60621,0,.0076869,.9881202,.0013976,.0118798,.0336556,14676,.537057,"Masonry",10,6,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,2,"Wood frame","No","N/A",2200,108
3256,360000,"24","2423",740400,"Mount Greenwood",60655,1,.8392894,.1199582,.0213166,.0601881,.1687029,80912,.062467,"Masonry",6,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,1,1.5,"Masonry","Yes","N/A",1522,57
3257,2050000,"14","1420",62300,"Lake View",60657,1,.9180436,.0204891,.042961,.053536,.6994605,105438,.118692,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,3,1,2,"Masonry","Yes","N/A",3244,3
3258,178000,"19","1908",560800,"Garfield Ridge",60638,0,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Masonry",4,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",1108,61
3259,218000,"19","1917",640300,"Clearing",60638,1,.7821445,.0103667,.1638558,.4497911,.1134192,55952,.076139,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Masonry","No","N/A",1084,43
3260,217500,"19","1908",560800,"Garfield Ridge",60638,1,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Wood frame and masonry",6,3,"Slab basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","N/A",1562,62
3261,372000,"10","1025",20200,"West Ridge",60645,0,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1481,47
3262,152000,"13","1333",250300,"Austin",60639,1,.1083598,.7555556,.1189418,.2167196,.0562182,31788,.307437,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,1,2,"Wood frame","No","Wood",1078,59
3263,467000,"13","1335",220902,"Logan Square",60647,1,.4740433,.0447938,.4141204,.8404034,.0813971,46518,.294609,"Wood frame",7,3,"Partial basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,1,2,"Wood frame","No","Wood",1800,104
3264,171000,"25","2510",490500,"Roseland",60628,0,.0165031,.955397,.0093666,.0098127,.1806092,49375,.069069,"Masonry",7,5,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Living area",1,0,2,"Wood frame","No","Masonry",1435,74
3265,300000,"24","2424",750400,"Morgan Park",60655,1,.6733134,.2907943,.0166168,.0505151,.2968725,79808,.070005,"Masonry",6,4,"Full basement","Formal rec-room","Warm air","None","No",1,"None",0,2,1,1.5,"Masonry","No","N/A",1792,62
3266,840500,"14","1407",30900,"Edgewater",60640,1,.7318362,.0383091,.1925363,.2215984,.4871585,69792,.039261,"Wood frame",9,5,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",2,1,3,"Wood frame","No","N/A",2706,103
3267,140000,"16","1613",837300,"East Garfield Park",60612,0,.0604108,.9081756,.0229561,.0467177,.0786614,25222,.365059,"Wood frame and masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Wood frame","Yes","N/A",1435,6
3268,252500,"13","1328",190300,"Belmont Cragin",60641,1,.6529168,.0172592,.284087,.6325509,.0860604,42730,.121859,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1131,79
3269,1625000,"14","1431",831000,"Logan Square",60622,1,.8517306,.0159027,.1071094,.0884004,.7437208,117180,.013336,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,2,"Masonry","No","N/A",3018,4
3270,665000,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Masonry",7,3,"Partial basement","Unfinished","Warm air","None","Yes",1,"Partial","Unfinished",2,0,1,"Wood frame","No","N/A",2343,67
3271,150000,"20","2031",710500,"Auburn Gresham",60620,0,.0024254,.9815668,.003153,.0072763,.0925018,27038,.303667,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1087,50
3272,775000,"13","1336",240700,"West Town",60647,1,.5120521,.1289902,.3003257,.6,.2672974,55833,.265523,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,2,1,2,"Wood frame","No","N/A",2035,10
3273,192000,"19","1907",560900,"Garfield Ridge",60638,1,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",816,56
3274,727000,"14","1419",50500,"North Center",60618,1,.8840976,.0153555,.0637358,.0875053,.5170466,92589,.011499,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","Yes",0,"Partial","Living area",2,1,2,"Wood frame","No","Wood",2268,103
3275,1250000,"14","1419",50800,"North Center",60618,1,.8836307,.007758,.0822343,.1070597,.6122913,118864,.075873,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",4,"None",0,3,1,2,"Wood frame","No","N/A",2772,4
3276,207000,"13","1330",831600,"Montclare",60707,0,.570564,.0790922,.3059147,.6297112,.0985081,40810,.111785,"Masonry",7,4,"Full basement","Unfinished","Steam","None","Yes",0,"Partial","Living area",2,0,2,"Wood frame","No","N/A",1759,52
3277,305000,"25","2506",720100,"Beverly",60643,1,.6266667,.3354546,.0157576,.0448485,.4893099,124435,.00406,"Masonry",6,4,"Full basement","Unfinished","Warm air","None","No",2,"None",0,2,1,2,"Masonry","No","Wood",1700,62
3278,800000,"13","1313",160601,"Irving Park",60618,1,.6289398,.0398281,.2644699,.4954155,.2782203,51393,.137874,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",1,"Partial","Unfinished",1,0,1,"Wood frame","No","Wood",1125,92
3279,990000,"17","1704",80202,"Near North Side",60610,1,.8896512,.0225843,.0697541,.0451687,.7309704,87136,.045904,"Masonry",7,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",2400,19
3280,508000,"14","1405",30500,"Edgewater",60660,1,.6858483,.0833464,.1782643,.2542611,.4622525,62623,.142172,"Wood frame",7,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",1355,114
3281,150000,"13","1307",100600,"Norwood Park",60656,1,.8648593,.0074503,.1034768,.142798,.1568339,58578,.035692,"Masonry",5,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1008,48
3282,79363,"13","1332",250400,"Austin",60639,0,.0599626,.8471208,.0716834,.1323255,.0540321,43633,.216128,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","N/A",1440,84
3283,520000,"17","1708",243400,"West Town",60642,1,.616128,.0696435,.2712429,.3888704,.4259045,63902,.093177,"Wood frame",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,3,1,2,"Wood frame","No","N/A",1800,7
3284,160000,"25","2510",490800,"Roseland",60628,0,.0074869,.9752932,.0027452,.0099825,.1216769,41062,.150818,"Masonry",7,4,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",2,0,1.5,"Wood frame","No","N/A",1048,62
3285,247000,"12","1223",170500,"Dunning",60634,1,.8819277,.0084337,.0849398,.1923695,.1836629,77802,.053422,"Masonry",6,3,"Full basement","Unfinished","Warm air","Unit heater","No",0,"None",0,1,0,1.5,"Wood frame","No","Wood",1142,56
3286,154000,"13","1319",171000,"Dunning",60634,1,.8211884,.0111157,.1380541,.2431728,.1741742,58100,.079195,"Wood frame and masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1465,39
3287,155000,"25","2501",480400,"Calumet Heights",60617,0,.0098707,.9691967,.0069775,.0154867,.2212404,56698,.115039,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,1,2,"Masonry","No","N/A",1176,46
3288,430000,"13","1302",130300,"North Park",60659,0,.4926935,.0444313,.4085703,.2168247,.2738771,53384,.118713,"Masonry",6,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",2265,65
3289,463000,"13","1323",831100,"Avondale",60618,0,.5760096,.0317993,.3379847,.6031128,.1425896,49085,.138175,"Wood frame",5,2,"Full basement","Unfinished","Steam","None","No",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",880,95
3290,340000,"14","1408",31000,"Uptown",60640,1,.7314004,.0454048,.1742341,.2281182,.50577,63433,.073515,"Wood frame and masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",1416,105
3291,277000,"13","1307",100600,"Norwood Park",60656,1,.8648593,.0074503,.1034768,.142798,.1568339,58578,.035692,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",954,50
3292,750000,"13","1336",240600,"West Town",60647,0,.704873,.0439259,.2017845,.4996568,.5099086,103009,.228659,"Wood frame",4,1,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1200,92
3293,335000,"25","2506",720100,"Beverly",60643,0,.6266667,.3354546,.0157576,.0448485,.4893099,124435,.00406,"Wood frame and masonry",6,4,"Full basement","Unfinished","Steam","None","No",0,"Partial","Unfinished",2,2,2,"Wood and masonry","No","N/A",2484,66
3294,252000,"13","1307",100600,"Norwood Park",60656,0,.8648593,.0074503,.1034768,.142798,.1568339,58578,.035692,"Wood frame",7,4,"Full basement","Unfinished","Warm air","Unit heater","No",0,"Full","Living area",1,1,1,"Wood frame","No","Wood",1602,85
3295,185000,"19","1909",560700,"Garfield Ridge",60638,0,.7626292,.0117681,.1831228,.5031573,.083259,44286,.175736,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1065,49
3296,375000,"14","1406",30400,"Edgewater",60660,0,.6773472,.0763785,.2000745,.3174367,.3868752,36857,.176269,"Masonry",5,2,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1015,87
3297,130000,"16","1602",836600,"Humboldt Park",60651,0,.315649,.4314314,.2135469,.4921588,.0930952,25921,.4483,"Wood frame",5,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1255,107
3298,272900,"13","1320",171100,"Dunning",60634,1,.7413625,.0072993,.2097324,.3749392,.1629525,62222,.045513,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1094,76
3299,245000,"19","1909",560300,"Garfield Ridge",60638,1,.6652024,.0464387,.2544713,.6168811,.1038879,55200,.090351,"Masonry",5,2,"Full basement","Unfinished","Warm air","Unit heater","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1095,48
3300,600000,"25","2507",720300,"Beverly",60643,0,.6682783,.2962665,.0179962,.0529143,.3678129,97996,.011829,"Masonry",9,5,"Partial basement","Formal rec-room","Steam","None","No",2,"Full","Unfinished",2,2,2,"Masonry","No","N/A",3593,75
3301,226900,"19","1921",640700,"Clearing",60638,1,.745564,.0136248,.1989861,.5576679,.1140781,59162,.059093,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1093,51
3302,202000,"19","1908",560800,"Garfield Ridge",60638,1,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",912,54
3303,250000,"12","1224",170400,"Dunning",60634,0,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Wood frame and masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Living area",1,0,2.5,"Wood frame","No","N/A",1058,73
3304,560000,"17","1707",243000,"West Town",60612,0,.7209619,.034029,.2127949,.3516334,.3699978,66755,.165756,"Masonry",5,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,2,2,"Masonry","Yes","N/A",2185,4
3305,204360,"20","2027",691300,"Greater Grand Crossing",60619,0,.0089869,.9730392,.0028595,.0175654,.1919133,44083,.049526,"Masonry",5,3,"Full basement","Formal rec-room","Steam","Unit heater","No",1,"Full","Unfinished",2,0,1.5,"Masonry","No","Wood",1424,83
3306,505000,"13","1317",150501,"Portage Park",60630,1,.8149671,.0054825,.147204,.2154605,.2042389,73102,.069364,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,3,"Wood frame","No","N/A",2996,7
3307,165000,"24","2423",740400,"Mount Greenwood",60655,1,.8392894,.1199582,.0213166,.0601881,.1687029,80912,.062467,"Stucco",6,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Masonry","No","Wood",730,81
3308,260000,"26","2617",520500,"East Side",60617,1,.6754243,.0169728,.2713322,.6345036,.1232358,62965,.101205,"Wood frame and masonry",7,4,"Partial basement","Unfinished","Warm air","None","Yes",1,"None",0,3,0,2,"Wood frame","No","N/A",2168,12
3309,200000,"19","1915",620300,"West Elsdon",60629,0,.6058759,.0121894,.345679,.7268323,.08697,42431,.22021,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",864,64
3310,245000,"13","1320",171100,"Dunning",60634,1,.7413625,.0072993,.2097324,.3749392,.1629525,62222,.045513,"Wood frame",7,2,"Partial basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",2,0,0,"N/A",0,"Wood",1724,81
3311,196000,"12","1224",170800,"Dunning",60634,0,.8414405,.0080623,.1246977,.214996,.1854466,59559,.132229,"Wood frame",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",1056,82
3312,735000,"14","1407",40401,"Lincoln Square",60625,1,.7661707,.0164942,.1788486,.211837,.444799,67139,.175175,"Masonry",7,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","Wood",1248,86
3313,279900,"13","1307",100700,"Norwood Park",60656,0,.8535019,.003937,.1116867,.1361376,.2315745,66429,.113567,"Masonry",6,3,"crawlspace","Unfinished","Warm air","None","Yes",0,"Full","Living area",2,0,2,"Wood frame","No","N/A",1388,53
3314,321000,"13","1320",150600,"Portage Park",60634,0,.7578669,.0120106,.1871247,.3713668,.1617816,60609,.097274,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2.5,"Wood frame","No","Wood",1287,81
3315,115249,"13","1328",190800,"Belmont Cragin",60639,1,.4684861,.0413148,.4375754,.8422799,.0754886,39111,.165597,"Wood frame",7,4,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",1350,93
