propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
3123,1327132,"14","1431",221600,"Logan Square",60647,0,.8194678,.023577,.1263051,.1849107,.4781586,64855,.12836,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,1,"Wood frame","No","N/A",1020,111
3124,115000,"25","2504",730100,"Washington Heights",60620,0,.0037129,.9777228,.0008251,.0086634,.1570828,34931,.181126,"Masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1032,52
3125,532000,"14","1431",832200,"Logan Square",60647,0,.8704082,.0190476,.0823129,.1394558,.6315789,89420,.075141,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Masonry","Yes","N/A",1790,10
3126,132000,"19","1926",661100,"Chicago Lawn",60629,0,.3046469,.4539896,.2172119,.4709569,.0822754,45067,.177085,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,1.5,"Masonry","No","N/A",1039,52
3127,200000,"13","1329",190401,"Belmont Cragin",60634,1,.5701198,.0206718,.3601128,.6257928,.0856624,51147,.131107,"Masonry",4,3,"Full basement","Unfinished","Warm air","Unit heater","No",0,"None",0,1,0,1,"Masonry","No","N/A",988,51
3128,300000,"25","2518",720600,"Beverly",60643,1,.797836,.1725513,.01082,.0341686,.4500876,106957,.023935,"Masonry",6,4,"Full basement","Unfinished","Warm air","None","No",2,"Partial","Unfinished",1,1,2,"Masonry","No","N/A",1639,73
3129,709000,"14","1407",31000,"Uptown",60640,0,.7314004,.0454048,.1742341,.2281182,.50577,63433,.073515,"Wood frame",8,3,"Full basement","Unfinished","Steam","None","Yes",0,"Full","Unfinished",1,1,2,"Wood frame","No","Wood",1600,103
3130,318770,"10","1025",20200,"West Ridge",60645,0,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,1,0,"N/A",0,"N/A",1380,61
3131,160000,"19","1913",660301,"Chicago Lawn",60629,0,.2162465,.3406163,.4084034,.6436975,.0181818,28083,.39375,"Masonry",7,4,"Full basement","Unfinished","Steam","None","No",0,"Partial","Unfinished",2,1,2,"Masonry","No","Wood",1728,84
3132,100000,"16","1602",231200,"Humboldt Park",60651,1,.1031993,.7199343,.1540607,.2731747,.0425885,22576,.43301,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",950,43
3133,115000,"19","1923",650400,"West Lawn",60629,1,.4847991,.05502,.4256266,.8441346,.0363289,44679,.227386,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",744,63
3134,425000,"25","2507",720300,"Beverly",60643,0,.6682783,.2962665,.0179962,.0529143,.3678129,97996,.011829,"Wood frame and masonry",5,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1123,85
3135,710000,"11","1132",10600,"Rogers Park",60626,1,.5673282,.2529113,.1407249,.1891094,.3440115,50236,.188588,"Masonry",10,5,"Full basement","Unfinished","Steam","None","No",1,"Full","Unfinished",2,1,1.5,"Masonry","No","Wood",3084,102
3136,181000,"19","1914",620400,"West Elsdon",60629,1,.5808003,.0123124,.3686033,.8811081,.0645776,52292,.162301,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1031,52
3137,166000,"19","1918",561000,"Garfield Ridge",60638,1,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",892,50
3138,342000,"13","1324",160700,"Irving Park",60618,1,.5686408,.0361446,.3429493,.4978788,.27421,64992,.08053,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,2,1,"Masonry","Yes","N/A",1530,1
3139,190000,"12","1223",170500,"Dunning",0,1,.8819277,.0084337,.0849398,.1923695,.1836629,77802,.053422,"Masonry",4,2,"Full basement","Unfinished","Warm air","Unit heater","No",0,"Full","Living area",1,0,1.5,"Wood frame","No","Wood",1075,56
3140,522500,"13","1306",100300,"Norwood Park",60631,1,.9234256,.0046948,.0535859,.0971345,.2104746,57163,.065241,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1956,126
3141,1135000,"13","1313",50300,"North Center",60618,1,.838055,.0186047,.1086681,.172093,.4553734,98523,.092694,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,3,1,2,"Masonry","No","N/A",2840,1
3142,575000,"13","1303",120300,"Forest Glen",60646,0,.7912019,.0095837,.1633936,.097879,.427907,101402,.05881,"Masonry",9,5,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,3,1,0,"N/A",0,"Wood",2928,50
3143,624500,"14","1430",51300,"North Center",60657,0,.8721581,.0152814,.0831159,.1267238,.6215022,155500,.061119,"Masonry",8,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,1,"Wood frame","Yes","N/A",2187,10
3144,612000,"13","1324",160700,"Irving Park",60618,1,.5686408,.0361446,.3429493,.4978788,.27421,64992,.08053,"Wood frame",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,1,1,2,"Wood frame","No","N/A",2230,6
3145,171000,"12","1224",170700,"Dunning",60634,1,.8755034,.0043624,.092953,.1758389,.1559961,55691,.142021,"Wood frame",4,2,"Full basement","Unfinished","Warm air","Unit heater","No",0,"Partial","Unfinished",1,0,1.5,"Wood frame","No","Wood",716,77
3146,746000,"14","1431",832200,"Logan Square",60647,0,.8704082,.0190476,.0823129,.1394558,.6315789,89420,.075141,"Masonry",10,4,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,2,1,2,"Wood frame","No","N/A",1638,132
3147,287000,"13","1335",220901,"Logan Square",60647,0,.4359634,.1100629,.3962264,.8041738,.0876633,45202,.364006,"Wood frame",8,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"Wood",1134,103
3148,700000,"14","1431",221600,"Logan Square",60647,0,.8194678,.023577,.1263051,.1849107,.4781586,64855,.12836,"Masonry",4,2,"crawlspace","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,0,"N/A",0,"N/A",2077,119
3149,200000,"13","1322",161200,"Irving Park",60641,1,.5737202,.0187713,.3389078,.6409556,.1492098,59327,.038589,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",792,55
3150,208000,"25","2501",480100,"Calumet Heights",60617,0,.0054107,.9724545,.0103296,.0093458,.2437437,59330,.122122,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,1,"Wood frame","No","N/A",1021,62
3151,109900,"19","1918",640400,"Clearing",60638,0,.846395,.0053292,.1159875,.3169279,.0826802,66042,.029199,"Wood frame",4,2,"crawlspace","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",935,85
3152,311000,"13","1323",831100,"Avondale",60618,1,.5760096,.0317993,.3379847,.6031128,.1425896,49085,.138175,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",771,100
3153,1250000,"14","1430",51400,"North Center",60618,1,.7308618,.092441,.1405874,.2002889,.4301573,74655,.092969,"Wood frame and masonry",3,1,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Unfinished",2,0,2.5,"Wood frame","No","N/A",600,123
3154,208000,"20","2036",460500,"South Chicago",60617,0,.0096735,.9621696,.0082916,.0120919,.188214,48504,.135993,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",1,1,1,"Masonry","No","Wood",1355,88
3155,244000,"13","1333",191100,"Belmont Cragin",60639,0,.4144861,.0636633,.4642568,.8802266,.0430989,41875,.280804,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1084,38
3156,318000,"10","1025",20200,"West Ridge",60645,1,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Wood frame and masonry",7,3,"Partial basement","Unfinished","Warm air","None","Yes",1,"None",0,1,1,0,"N/A",0,"N/A",1763,54
3157,128000,"25","2509",490600,"Roseland",60628,0,.0012804,.9724712,.0019206,.0140845,.1564322,48145,.148199,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",996,45
3158,441000,"12","1224",170400,"Dunning",60634,0,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Masonry",8,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,2,2,"Wood frame","No","N/A",2478,5
3159,314000,"13","1302",130100,"North Park",60659,1,.6610169,.0099357,.2924216,.0685759,.3437809,44654,.084059,"Masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1496,52
3160,155000,"19","1922",650500,"West Lawn",60629,1,.5464827,.139335,.2791224,.689663,.1344366,44915,.181818,"Masonry",5,3,"crawlspace","Unfinished","Warm air","None","Yes",0,"None",0,1,0,2,"Masonry","No","N/A",1068,47
3161,119000,"20","2027",691300,"Greater Grand Crossing",60619,0,.0089869,.9730392,.0028595,.0175654,.1919133,44083,.049526,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Full","Unfinished",1,1,2,"Wood frame","No","Wood",1297,82
3162,480000,"13","1324",160700,"Irving Park",60618,0,.5686408,.0361446,.3429493,.4978788,.27421,64992,.08053,"Masonry",7,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",2166,1
3163,607500,"13","1323",160900,"Irving Park",60618,0,.7517672,.0336798,.1663202,.3139293,.3264899,66523,.100857,"Masonry",8,4,"Full basement","Unfinished","Steam","None","No",1,"Full","Living area",2,1,2,"Wood frame","No","N/A",1618,89
3164,358000,"13","1325",210900,"Avondale",60618,1,.6121252,.0449804,.2933507,.5316167,.2179049,54188,.127448,"Wood frame",6,3,"Slab basement","Unfinished","Warm air","Unit heater","No",0,"Full","Living area",1,1,0,"N/A",0,"Wood",1200,122
3165,112000,"25","2503",440600,"Chatham",60619,1,.0033654,.9826923,.0048077,.0115385,.210629,44891,.176012,"Masonry",5,3,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,1,0,2,"Wood frame","No","N/A",1060,50
3166,540000,"14","1418",40600,"Lincoln Square",60625,0,.8356615,.0201315,.1023007,.1479047,.5250702,66266,.099077,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"None",0,2,1,2,"Wood frame","No","Wood",1788,125
3167,237000,"13","1331",250500,"Austin",60707,0,.5087556,.3132131,.1394269,.2491377,.2426299,67646,.106741,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",998,55
3168,230000,"16","1605",250600,"Austin",60651,0,.0293985,.9043419,.0513342,.0762099,.06948,46927,.265345,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",1535,91
3169,550000,"11","1131",20400,"West Ridge",60645,1,.543666,.1722649,.2370441,.2368042,.3260895,52545,.109726,"Wood frame",7,4,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Unfinished",2,1,2,"Wood frame","No","Wood",1914,108
3170,176000,"19","1934",700301,"Ashburn",60652,1,.6160964,.0806564,.2636173,.632507,.0662634,51141,.14336,"Wood frame and masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",2,0,0,"N/A",0,"N/A",1608,60
3171,99000,"26","2631",550200,"Hegewisch",60633,1,.7562545,.0300214,.1790565,.4678342,.1323825,53568,.100933,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Unfinished",1,0,1.5,"Wood frame","No","N/A",899,55
3172,940000,"14","1431",240300,"West Town",60622,1,.8845862,.0060744,.0713743,.1085801,.593465,102188,.056231,"Masonry",7,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","Wood",1800,112
3173,799000,"16","1612",242800,"West Town",60612,0,.867688,.0229805,.0926184,.189415,.3958197,61563,.11757,"Masonry",7,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,0,"N/A",0,"N/A",2412,10
3174,137000,"25","2515",490902,"Roseland",60628,1,.0027527,.9887928,.0017696,.0074715,.1632653,39714,.127323,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1205,65
3175,718000,"14","1429",62800,"Lake View",60657,1,.9092984,.0179692,.0553337,.0618939,.5733692,102162,.108674,"Masonry",6,3,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,3,1,2,"Masonry","Yes","N/A",2323,4
3176,205000,"13","1328",190300,"Belmont Cragin",60641,0,.6529168,.0172592,.284087,.6325509,.0860604,42730,.121859,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",2,0,0,"N/A",0,"N/A",1608,80
3177,290000,"13","1301",20801,"West Ridge",60659,0,.5395749,.0707219,.34738,.2687798,.2076754,52500,.241462,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1451,76
3178,259000,"13","1320",150600,"Portage Park",60634,1,.7578669,.0120106,.1871247,.3713668,.1617816,60609,.097274,"Masonry",5,3,"Full basement","Unfinished","Steam","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",858,88
3179,185000,"19","1918",561000,"Garfield Ridge",60638,1,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",5,2,"Full basement","Unfinished","Steam","Unit heater","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",963,84
3180,270000,"13","1301",20702,"West Ridge",60659,1,.5029191,.0772866,.3671115,.1631915,.1800543,41250,.152374,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1144,47
3181,615000,"14","1430",62600,"Lake View",60657,1,.8647799,.0143756,.0880503,.0826595,.6215979,103125,.085162,"Masonry",8,4,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",2087,4
3182,90000,"19","1925",661000,"Chicago Lawn",60629,0,.0466176,.8948475,.0438135,.0743077,.1159318,35234,.204989,"Masonry",6,3,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1219,82
3183,135000,"13","1333",191200,"Belmont Cragin",60639,0,.3732157,.0314041,.5421749,.9320011,.0256867,37792,.31943,"Wood frame",4,2,"Partial basement","Unfinished","Steam","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",400,98
3184,140000,"19","1924",660800,"Chicago Lawn",60629,0,.1428815,.6167093,.2163683,.3265132,.0301937,32289,.391177,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",2,0,2,"Wood frame","No","N/A",1664,120
3185,560000,"13","1323",160900,"Irving Park",60618,1,.7517672,.0336798,.1663202,.3139293,.3264899,66523,.100857,"Stucco",7,4,"Full basement","Formal rec-room","Warm air","None","No",1,"Partial","Unfinished",2,0,2,"Wood frame","No","Wood",2448,100
3186,785000,"14","1430",51300,"North Center",60657,0,.8721581,.0152814,.0831159,.1267238,.6215022,155500,.061119,"Wood frame",6,3,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,0,0,"N/A",0,"N/A",1551,107
3187,206000,"12","1224",170800,"Dunning",60634,1,.8414405,.0080623,.1246977,.214996,.1854466,59559,.132229,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,0,1.5,"Wood frame","No","N/A",1050,62
3188,327000,"13","1304",110100,"Jefferson Park",60646,1,.8172821,.0135135,.1318995,.1608298,.1845564,62520,.031763,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Full","Living area",1,1,2,"Wood frame","No","N/A",1507,50
3189,140000,"19","1935",700401,"Ashburn",60652,1,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Masonry",8,4,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,0,1,"Wood frame","No","N/A",915,57
3190,400000,"24","2414",740200,"Mount Greenwood",60655,1,.908355,.051474,.0232167,.0783565,.2041631,97824,.024272,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,0,"N/A",0,"N/A",792,96
3191,272500,"10","1025",20200,"West Ridge",60645,1,.6094967,.0925704,.2646795,.1412522,.3034019,62415,.231477,"Masonry",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,1,0,"N/A",0,"N/A",1248,52
3192,265000,"12","1224",170400,"Dunning",60634,0,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",1254,79
3193,120000,"19","1926",700100,"Ashburn",60652,1,.1596148,.6098629,.2033849,.3294427,.0584954,56131,.163425,"Wood frame",4,2,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",968,52
3194,251500,"13","1321",150700,"Portage Park",60641,0,.7000868,.0190972,.2361111,.4275174,.123634,58293,.086985,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","Wood",936,91
3195,159900,"25","2515",490901,"Roseland",60628,1,.0053971,.9781547,.001542,.0087381,.1092595,26741,.364365,"Masonry",7,4,"Full basement","Unfinished","Warm air","None","No",0,"Partial","Living area",1,0,2,"Masonry","No","N/A",1380,95
3196,405000,"13","1302",130300,"North Park",60659,1,.4926935,.0444313,.4085703,.2168247,.2738771,53384,.118713,"Masonry",6,4,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,1,2,1,"Masonry","No","N/A",1843,65
3197,90000,"26","2632",550100,"Hegewisch",60633,1,.6904044,.0496379,.216204,.507242,.1258761,43358,.225558,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",672,62
3198,303000,"13","1331",250500,"Austin",60707,1,.5087556,.3132131,.1394269,.2491377,.2426299,67646,.106741,"Masonry",6,4,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,1,1,"Wood frame","No","Wood",1560,68
3199,175000,"19","1918",561000,"Garfield Ridge",60638,0,.884131,.0065879,.0895175,.2466576,.1691602,62500,.093756,"Masonry",4,2,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",850,54
3200,206000,"13","1309",110100,"Jefferson Park",60630,0,.8172821,.0135135,.1318995,.1608298,.1845564,62520,.031763,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",1010,81
3201,1550000,"14","1430",70700,"Lincoln Park",60614,0,.7945992,.060902,.117495,.1157713,.4702137,106071,.119448,"Wood frame",5,3,"Full basement","Formal rec-room","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"Wood",960,113
3202,345000,"13","1316",150300,"Portage Park",60630,1,.8099472,.0125035,.1380939,.2609058,.1734228,55551,.109049,"Masonry",10,4,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,0,2,"Wood frame","No","Wood",2176,53
3203,311250,"13","1335",221000,"Logan Square",60647,0,.4615121,.0961341,.3978789,.7088608,.1202532,39792,.293138,"Wood frame",6,4,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",1970,120
3204,155000,"19","1935",700401,"Ashburn",60652,0,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",875,59
3205,459000,"13","1322",161100,"Irving Park",60641,0,.7984954,.0462117,.1106932,.161741,.4484937,98704,.110787,"Wood frame",7,4,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,1,0,"N/A",0,"Wood",2132,98
3206,195500,"13","1320",170200,"Dunning",60634,0,.8224563,.0059096,.1449126,.3311922,.1373513,62851,.053802,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,1,"Wood frame","No","Wood",1059,84
3207,157500,"19","1910",570300,"Archer Heights",60632,1,.5255069,.0089928,.4292021,.7905494,.0410034,41947,.180415,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1187,45
3208,1575000,"14","1431",240500,"West Town",60647,1,.8605064,.0239893,.0866282,.0817414,.7011861,107394,.076642,"Wood frame",9,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,1,0,"N/A",0,"N/A",1227,122
3209,485000,"14","1407",31000,"Uptown",60640,1,.7314004,.0454048,.1742341,.2281182,.50577,63433,.073515,"Wood frame and masonry",7,2,"Full basement","Unfinished","Warm air","None","Yes",1,"Full","Living area",2,1,1,"Wood frame","No","N/A",2282,6
3210,459900,"17","1717",833100,"Near West Side",60607,1,.68905,.1625816,.1225526,.071211,.658179,104930,.126028,"Wood frame and masonry",5,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",1651,2
3211,427000,"13","1336",221500,"Logan Square",60647,0,.6458113,.0745847,.2396607,.4825026,.2408548,41771,.159,"Masonry",5,3,"Slab basement","Unfinished","Steam","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1276,113
3212,104900,"19","1926",700100,"Ashburn",60652,0,.1596148,.6098629,.2033849,.3294427,.0584954,56131,.163425,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1101,52
3213,190000,"25","2510",490500,"Roseland",60628,0,.0165031,.955397,.0093666,.0098127,.1806092,49375,.069069,"Masonry",6,3,"Full basement","Formal rec-room","Steam","None","No",0,"Partial","Living area",1,1,2,"Wood frame","No","N/A",1465,75
3214,296000,"12","1201",100400,"Norwood Park",60631,0,.9106327,.0045662,.0636008,.1108937,.3119356,82679,.076506,"Wood frame",5,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,1,"Wood frame","No","N/A",1224,54
3215,885000,"14","1406",30400,"Edgewater",60660,1,.6773472,.0763785,.2000745,.3174367,.3868752,36857,.176269,"Wood frame",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"None",0,2,1,2,"Wood frame","Yes","N/A",2522,6
3216,240000,"13","1304",110100,"Jefferson Park",60646,0,.8172821,.0135135,.1318995,.1608298,.1845564,62520,.031763,"Wood frame and masonry",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1,"Wood frame","No","N/A",1125,56
3217,794460,"14","1431",831000,"Logan Square",60622,1,.8517306,.0159027,.1071094,.0884004,.7437208,117180,.013336,"Masonry",6,2,"Full basement","Unfinished","Warm air","None","Yes",1,"None",0,1,2,2,"Masonry","No","N/A",2372,18
3218,555000,"25","2507",720200,"Beverly",60643,1,.3976594,.558516,.0134462,.0413347,.2850174,69701,.140534,"Masonry",7,4,"Full basement","Formal rec-room","Warm air","None","Yes",2,"Full","Living area",2,1,2,"Masonry","Yes","N/A",2228,71
3219,1087000,"14","1430",51300,"North Center",60657,1,.8721581,.0152814,.0831159,.1267238,.6215022,155500,.061119,"Wood frame",8,4,"Full basement","Unfinished","Warm air","Unit heater","Yes",2,"Full","Living area",2,1,2,"Wood frame","No","N/A",3113,12
3220,142000,"19","1935",700401,"Ashburn",60652,1,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,1.5,"Wood frame","No","N/A",928,58
3221,216000,"13","1332",191302,"Belmont Cragin",60639,0,.3732618,.0629718,.5252284,.8657132,.0229474,37277,.292632,"Masonry",4,3,"Full basement","Formal rec-room","Steam","None","No",0,"Full","Unfinished",2,0,2,"Wood frame","No","Wood",1065,97
3222,250000,"13","1332",250400,"Austin",60639,0,.0599626,.8471208,.0716834,.1323255,.0540321,43633,.216128,"Wood frame",7,4,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1446,60
3223,285000,"12","1224",170400,"Dunning",60634,1,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Masonry",6,5,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,1,2,"Wood frame","No","Wood",1630,53
3224,155900,"25","2501",480400,"Calumet Heights",60617,0,.0098707,.9691967,.0069775,.0154867,.2212404,56698,.115039,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,1,0,0,"N/A",0,"N/A",964,61
3225,175000,"19","1925",661000,"Chicago Lawn",60629,0,.0466176,.8948475,.0438135,.0743077,.1159318,35234,.204989,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Wood frame","No","N/A",1639,5
3226,207000,"19","1907",560900,"Garfield Ridge",60638,1,.8804241,.0037306,.0960141,.2723346,.14301,74098,.039498,"Masonry",5,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",1008,62
3227,400000,"17","1707",243100,"West Town",60622,0,.6226583,.0307761,.3140053,.4950937,.3216165,68446,.137234,"Wood frame",6,4,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",2268,119
3228,148000,"19","1908",560800,"Garfield Ridge",60638,1,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Unfinished",1,0,2,"Wood frame","No","N/A",966,58
3229,585000,"17","1705",842300,"West Town",60642,1,.7031443,.169852,.0949445,.1075832,.5777981,106193,.162773,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","Yes","N/A",1838,7
3230,476000,"14","1406",30300,"Edgewater",60660,1,.5165563,.1300422,.2965081,.3669476,.2304941,32684,.228544,"Wood frame",7,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Partial","Living area",1,1,2,"Wood frame","No","N/A",1020,104
3231,189900,"25","2501",480400,"Calumet Heights",60617,0,.0098707,.9691967,.0069775,.0154867,.2212404,56698,.115039,"Masonry",6,4,"Full basement","Formal rec-room","Warm air","None","No",0,"Full","Living area",1,1,0,"N/A",0,"N/A",1429,51
3232,475000,"13","1325",210900,"Avondale",60618,1,.6121252,.0449804,.2933507,.5316167,.2179049,54188,.127448,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Living area",1,1,1,"Wood frame","No","N/A",1260,113
3233,140000,"19","1919",640500,"Clearing",60638,0,.8178173,.0148954,.1435119,.3351475,.1332551,61600,.069563,"Masonry",5,3,"Full basement","Unfinished","Warm air","Unit heater","No",0,"None",0,1,1,2,"Wood frame","No","N/A",1120,36
